task_id,task_generation_config_json,env,domain,l1_category,l2_category,suggested_difficulty,suggested_hint,suggested_max_steps,suggested_split,metadata_json
navi_bench/rent/kansas_city_min_price/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find apartments, townhouses, condos, and houses for rent in Kansas City, MO with a minimum price of $1,200."", ""location"": ""Kansas City, MO, United States"", ""timezone"": ""America/Chicago"", ""gt_urls"": [[""https://www.rent.com/missouri/kansas-city/apartments_townhouses_condos_houses_min-price-1200?source=homepage""]]}",real,rent,realestate,kansas_city_min_price,null,null,null,validation,null
navi_bench/rent/kansas_city_2_baths/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find apartments, townhouses, condos, and houses for rent in Kansas City, MO with exactly 2 bathrooms."", ""location"": ""Kansas City, MO, United States"", ""timezone"": ""America/Chicago"", ""gt_urls"": [[""https://www.rent.com/missouri/kansas-city/apartments_townhouses_condos_houses_2-bathroom?source=homepage""]]}",real,rent,realestate,kansas_city_2_baths,null,null,null,validation,null
navi_bench/rent/kansas_city_studio/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find studio apartments, townhouses, condos, and houses for rent in Kansas City, MO."", ""location"": ""Kansas City, MO, United States"", ""timezone"": ""America/Chicago"", ""gt_urls"": [[""https://www.rent.com/missouri/kansas-city/apartments_townhouses_condos_houses_studio?source=homepage""]]}",real,rent,realestate,kansas_city_studio,null,null,null,validation,null
navi_bench/rent/kansas_city_apartments/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find apartments for rent in Kansas City, MO."", ""location"": ""Kansas City, MO, United States"", ""timezone"": ""America/Chicago"", ""gt_urls"": [[""https://www.rent.com/missouri/kansas-city-apartments?source=homepage""]]}",real,rent,realestate,kansas_city_apartments,null,null,null,validation,null
navi_bench/rent/kansas_city_cat_friendly_houses/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find cat-friendly houses for rent in Kansas City, MO."", ""location"": ""Kansas City, MO, United States"", ""timezone"": ""America/Chicago"", ""gt_urls"": [[""https://www.rent.com/missouri/kansas-city-houses/cat-friendly?source=homepage&property-type=houses""]]}",real,rent,realestate,kansas_city_cat_friendly_houses,null,null,null,validation,null
navi_bench/rent/kansas_city_furnished/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find furnished apartments, townhouses, condos, and houses for rent in Kansas City, MO."", ""location"": ""Kansas City, MO, United States"", ""timezone"": ""America/Chicago"", ""gt_urls"": [[""https://www.rent.com/missouri/kansas-city/apartments_townhouses_condos_houses_furnished?source=homepage""]]}",real,rent,realestate,kansas_city_furnished,null,null,null,validation,null
navi_bench/rent/kansas_city_senior_living/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find senior living apartments, townhouses, condos, and houses for rent in Kansas City, MO."", ""location"": ""Kansas City, MO, United States"", ""timezone"": ""America/Chicago"", ""gt_urls"": [[""https://www.rent.com/missouri/kansas-city/apartments_townhouses_condos_houses_senior-living?source=homepage""]]}",real,rent,realestate,kansas_city_senior_living,null,null,null,validation,null
navi_bench/rent/kansas_city_3bed_2bath_pet_friendly/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find pet-friendly 3-bedroom, 2-bathroom apartments, townhouses, condos and houses for rent in Kansas City, MO."", ""location"": ""Kansas City, MO, United States"", ""timezone"": ""America/Chicago"", ""gt_urls"": [[""https://www.rent.com/missouri/kansas-city/apartments_townhouses_condos_houses_3-bedroom_2-bathroom_pet-friendly?source=homepage""]]}",real,rent,realestate,kansas_city_3bed_2bath_pet_friendly,null,null,null,validation,null
navi_bench/rent/kansas_city_min_sqft/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find apartments, townhouses, condos and houses for rent in Kansas City, MO with a minimum area of 800 square feet."", ""location"": ""Kansas City, MO, United States"", ""timezone"": ""America/Chicago"", ""gt_urls"": [[""https://www.rent.com/missouri/kansas-city/apartments_townhouses_condos_houses_sqft-min-800?source=homepage""]]}",real,rent,realestate,kansas_city_min_sqft,null,null,null,validation,null
navi_bench/rent/kansas_city_2bed_internet/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find 2-bedroom apartments, townhouses, condos, and houses for rent in Kansas City, MO with high-speed internet access."", ""location"": ""Kansas City, MO, United States"", ""timezone"": ""America/Chicago"", ""gt_urls"": [[""https://www.rent.com/missouri/kansas-city/apartments_townhouses_condos_houses_2-bedroom_high-speed-internet-access?source=homepage""]]}",real,rent,realestate,kansas_city_2bed_internet,null,null,null,validation,null
navi_bench/rent/boston_2bed_max_price/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find two bedroom apartments, townhouses, condos and houses for rent in Boston, MA with a maximum price of $2,000."", ""location"": ""Boston, MA, United States"", ""timezone"": ""America/New_York"", ""gt_urls"": [[""https://www.rent.com/massachusetts/boston/apartments_townhouses_condos_houses_2-bedroom_max-price-2000""]]}",real,rent,realestate,boston_2bed_max_price,null,null,null,validation,null
navi_bench/rent/boston_1bed_1bath_houses/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find one bedroom, one bathroom houses for rent in Boston, MA."", ""location"": ""Boston, MA, United States"", ""timezone"": ""America/New_York"", ""gt_urls"": [[""https://www.rent.com/massachusetts/boston-houses/1-bedroom_1-bathroom?property-type=houses""]]}",real,rent,realestate,boston_1bed_1bath_houses,null,null,null,validation,null
navi_bench/rent/boston_ac_pet_friendly/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find pet-friendly apartments, townhouses, condos and houses for rent in Boston, MA with air conditioning."", ""location"": ""Boston, MA, United States"", ""timezone"": ""America/New_York"", ""gt_urls"": [[""https://www.rent.com/massachusetts/boston/apartments_townhouses_condos_houses_air-conditioning_pet-friendly""]]}",real,rent,realestate,boston_ac_pet_friendly,null,null,null,validation,null
navi_bench/rent/boston_2to4_beds_dishwasher/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find apartments, townhouses, condos and houses for rent in Boston, MA with 2, 3 or 4 bedrooms and having a dishwasher."", ""location"": ""Boston, MA, United States"", ""timezone"": ""America/New_York"", ""gt_urls"": [[""https://www.rent.com/massachusetts/boston/apartments_townhouses_condos_houses_2-bedroom_3-bedroom_4-bedroom_dishwasher""]]}",real,rent,realestate,boston_2to4_beds_dishwasher,null,null,null,validation,null
navi_bench/rent/boston_2bed_deals/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find 2-bedroom apartments, townhouses, condos and houses for rent in Boston, MA offering rent deals or specials."", ""location"": ""Boston, MA, United States"", ""timezone"": ""America/New_York"", ""gt_urls"": [[""https://www.rent.com/massachusetts/boston/apartments_townhouses_condos_houses_2-bedroom_rent-deals-specials""]]}",real,rent,realestate,boston_2bed_deals,null,null,null,validation,null
navi_bench/rent/boston_1bed_townhouses/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find 1-bedroom townhouses for rent in Boston, MA."", ""location"": ""Boston, MA, United States"", ""timezone"": ""America/New_York"", ""gt_urls"": [[""https://www.rent.com/massachusetts/boston-townhouses/1-bedroom""]]}",real,rent,realestate,boston_1bed_townhouses,null,null,null,validation,null
navi_bench/rent/boston_elevator_patio/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find apartments, townhouses, condos and houses for rent in Boston, MA that feature an elevator and a patio."", ""location"": ""Boston, MA, United States"", ""timezone"": ""America/New_York"", ""gt_urls"": [[""https://www.rent.com/massachusetts/boston/apartments_townhouses_condos_houses_elevator_patio""]]}",real,rent,realestate,boston_elevator_patio,null,null,null,validation,null
navi_bench/rent/boston_ev_pool_view/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find apartments, townhouses, condos and houses for rent in Boston, MA with EV charging, a swimming pool and having a view."", ""location"": ""Boston, MA, United States"", ""timezone"": ""America/New_York"", ""gt_urls"": [[""https://www.rent.com/massachusetts/boston/apartments_townhouses_condos_houses_ev-charging_pool_view""]]}",real,rent,realestate,boston_ev_pool_view,null,null,null,validation,null
navi_bench/rent/boston_apts_townhouses_2bed/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find 2-bedroom apartments and townhouses for rent in Boston, MA."", ""location"": ""Boston, MA, United States"", ""timezone"": ""America/New_York"", ""gt_urls"": [[""https://www.rent.com/massachusetts/boston/apartments_townhouses_2-bedroom""]]}",real,rent,realestate,boston_apts_townhouses_2bed,null,null,null,validation,null
navi_bench/rent/boston_price_range/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find apartments, townhouses, condos and houses for rent in Boston, MA priced between $1,000 and $1,500."", ""location"": ""Boston, MA, United States"", ""timezone"": ""America/New_York"", ""gt_urls"": [[""https://www.rent.com/massachusetts/boston/apartments_townhouses_condos_houses_min-price-1000_max-price-1500""]]}",real,rent,realestate,boston_price_range,null,null,null,validation,null
navi_bench/rent/san_diego_beds_baths_min_price/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find 2 to 3-bedroom and 1-bathroom apartments, townhouses, condos and houses for rent in San Diego, CA with a minimum price of $1,000."", ""location"": ""San Diego, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://www.rent.com/california/san-diego/apartments_townhouses_condos_houses_2-bedroom_3-bedroom_1-bathroom_min-price-1000""]]}",real,rent,realestate,san_diego_beds_baths_min_price,null,null,null,validation,null
navi_bench/rent/san_diego_apts_condos_price_range/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find apartments, townhouses and condos for rent in San Diego, CA priced between $1,200 and $2,000."", ""location"": ""San Diego, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://www.rent.com/california/san-diego/apartments_townhouses_condos_min-price-1200_max-price-2000""]]}",real,rent,realestate,san_diego_apts_condos_price_range,null,null,null,validation,null
navi_bench/rent/san_diego_ev_charging/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find apartments, townhouses, condos, and houses for rent in San Diego, CA having the facility of EV charging."", ""location"": ""San Diego, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://www.rent.com/california/san-diego/apartments_townhouses_condos_houses_ev-charging""]]}",real,rent,realestate,san_diego_ev_charging,null,null,null,validation,null
navi_bench/rent/san_diego_att_fiber_dog/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find dog-friendly apartments, townhouses, condos and houses for rent in San Diego, CA with AT&T Fiber internet."", ""location"": ""San Diego, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://www.rent.com/california/san-diego/apartments_townhouses_condos_houses_att-fiber_dog-friendly""]]}",real,rent,realestate,san_diego_att_fiber_dog,null,null,null,validation,null
navi_bench/rent/san_diego_studio_1bed_2bath/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find studio and 1-bedroom apartments, townhouses, condos, and houses for rent in San Diego, CA having exactly 2 bathrooms."", ""location"": ""San Diego, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://www.rent.com/california/san-diego/apartments_townhouses_condos_houses_studio_1-bedroom_2-bathroom""]]}",real,rent,realestate,san_diego_studio_1bed_2bath,null,null,null,validation,null
navi_bench/rent/san_diego_4bed_houses/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find 4 or more than 4 bedroom houses for rent in San Diego, CA."", ""location"": ""San Diego, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://www.rent.com/california/san-diego-houses/4-bedroom?property-type=houses""]]}",real,rent,realestate,san_diego_4bed_houses,null,null,null,validation,null
navi_bench/rent/san_diego_apts_ac_fiber_internet/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find apartments for rent in San Diego, CA with air conditioning, AT&T Fiber and high-speed internet access."", ""location"": ""San Diego, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://www.rent.com/california/san-diego-apartments/air-conditioning_att-fiber_high-speed-internet-access""]]}",real,rent,realestate,san_diego_apts_ac_fiber_internet,null,null,null,validation,null
navi_bench/rent/san_diego_washer_senior/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find senior living apartments, townhouses, condos and houses for rent in San Diego, CA with an in-unit washer and dryer facility."", ""location"": ""San Diego, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://www.rent.com/california/san-diego/apartments_townhouses_condos_houses_washer-dryer-in-unit_senior-living""]]}",real,rent,realestate,san_diego_washer_senior,null,null,null,validation,null
navi_bench/rent/san_diego_2bed_sqft/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find 2-bedroom apartments, townhouses, condos, and houses for rent in San Diego, CA with at least 1,000 square feet area."", ""location"": ""San Diego, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://www.rent.com/california/san-diego/apartments_townhouses_condos_houses_2-bedroom_sqft-min-1000""]]}",real,rent,realestate,san_diego_2bed_sqft,null,null,null,validation,null
navi_bench/rent/san_diego_condos_houses_fitness_pet/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find pet-friendly condos and houses for rent in San Diego, CA having a fitness center."", ""location"": ""San Diego, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://www.rent.com/california/san-diego/condos_houses_fitness-center_pet-friendly""]]}",real,rent,realestate,san_diego_condos_houses_fitness_pet,null,null,null,validation,null
navi_bench/rent/dallas_beds_baths/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find apartments, townhouses, condos and houses for rent in Dallas, TX with 2 to 3 bedrooms and exactly 2 bathrooms."", ""location"": ""Dallas, TX, United States"", ""timezone"": ""America/Chicago"", ""gt_urls"": [[""https://www.rent.com/texas/dallas/apartments_townhouses_condos_houses_2-bedroom_3-bedroom_2-bathroom""]]}",real,rent,realestate,dallas_beds_baths,null,null,null,validation,null
navi_bench/rent/dallas_hardwood_cat_friendly/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find cat-friendly apartments, townhouses, condos and houses for rent in Dallas, TX with hardwood floors."", ""location"": ""Dallas, TX, United States"", ""timezone"": ""America/Chicago"", ""gt_urls"": [[""https://www.rent.com/texas/dallas/apartments_townhouses_condos_houses_hardwood-floor_cat-friendly""]]}",real,rent,realestate,dallas_hardwood_cat_friendly,null,null,null,validation,null
navi_bench/rent/dallas_dishwasher_internet/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find apartments, townhouses, condos and houses for rent in Dallas, TX with a dishwasher and high-speed internet access."", ""location"": ""Dallas, TX, United States"", ""timezone"": ""America/Chicago"", ""gt_urls"": [[""https://www.rent.com/texas/dallas/apartments_townhouses_condos_houses_dishwasher_high-speed-internet-access""]]}",real,rent,realestate,dallas_dishwasher_internet,null,null,null,validation,null
navi_bench/rent/dallas_beds_pool/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find apartments, townhouses, condos, and houses for rent in Dallas, TX with 1, 2 or 3 bedrooms and having a pool."", ""location"": ""Dallas, TX, United States"", ""timezone"": ""America/Chicago"", ""gt_urls"": [[""https://www.rent.com/texas/dallas/apartments_townhouses_condos_houses_1-bedroom_2-bedroom_3-bedroom_pool""]]}",real,rent,realestate,dallas_beds_pool,null,null,null,validation,null
navi_bench/rent/dallas_townhouses_houses_min_price/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find townhouses and houses for rent in Dallas, TX priced above $1,000."", ""location"": ""Dallas, TX, United States"", ""timezone"": ""America/Chicago"", ""gt_urls"": [[""https://www.rent.com/texas/dallas/townhouses_houses_min-price-1000""]]}",real,rent,realestate,dallas_townhouses_houses_min_price,null,null,null,validation,null
navi_bench/rent/dallas_3bed_3bath_max_price/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find apartments, townhouses, condos and houses for rent in Dallas, TX with exactly 3 bedrooms, exactly 3 bathrooms and a maximum price of $2,000."", ""location"": ""Dallas, TX, United States"", ""timezone"": ""America/Chicago"", ""gt_urls"": [[""https://www.rent.com/texas/dallas/apartments_townhouses_condos_houses_3-bedroom_3-bathroom_max-price-2000""]]}",real,rent,realestate,dallas_3bed_3bath_max_price,null,null,null,validation,null
navi_bench/rent/dallas_dishwasher_patio/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find apartments, townhouses, condos and houses for rent in Dallas, TX with a dishwasher and a patio."", ""location"": ""Dallas, TX, United States"", ""timezone"": ""America/Chicago"", ""gt_urls"": [[""https://www.rent.com/texas/dallas/apartments_townhouses_condos_houses_dishwasher_patio""]]}",real,rent,realestate,dallas_dishwasher_patio,null,null,null,validation,null
navi_bench/rent/dallas_apartments_ev_fitness/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find apartments for rent in Dallas, TX having EV charging and a fitness center."", ""location"": ""Dallas, TX, United States"", ""timezone"": ""America/Chicago"", ""gt_urls"": [[""https://www.rent.com/texas/dallas-apartments/ev-charging_fitness-center""]]}",real,rent,realestate,dallas_apartments_ev_fitness,null,null,null,validation,null
navi_bench/rent/dallas_garage_hardwood/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find apartments, townhouses, condos and houses for rent in Dallas, TX with a garage and hardwood floors."", ""location"": ""Dallas, TX, United States"", ""timezone"": ""America/Chicago"", ""gt_urls"": [[""https://www.rent.com/texas/dallas/apartments_townhouses_condos_houses_garage_hardwood-floor""]]}",real,rent,realestate,dallas_garage_hardwood,null,null,null,validation,null
navi_bench/rent/dallas_2bed_price_sqft/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find 2-bedroom apartments, townhouses, condos and houses for rent in Dallas, TX priced between $700 to $1,000, with at least 700 square feet area."", ""location"": ""Dallas, TX, United States"", ""timezone"": ""America/Chicago"", ""gt_urls"": [[""https://www.rent.com/texas/dallas/apartments_townhouses_condos_houses_2-bedroom_min-price-700_max-price-1000_sqft-min-700""]]}",real,rent,realestate,dallas_2bed_price_sqft,null,null,null,validation,null
navi_bench/rent/salt_lake_city_1to2bed_ac_pet/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find 1 to 2-bedroom pet-friendly apartments, townhouses, condos and houses for rent in Salt Lake City, UT with air conditioning."", ""location"": ""Salt Lake City, UT, United States"", ""timezone"": ""America/Denver"", ""gt_urls"": [[""https://www.rent.com/utah/salt-lake-city/apartments_townhouses_condos_houses_1-bedroom_2-bedroom_air-conditioning_pet-friendly""]]}",real,rent,realestate,salt_lake_city_1to2bed_ac_pet,null,null,null,validation,null
navi_bench/rent/salt_lake_city_apts_2bed_furnished/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find furnished 2-bedroom apartments for rent in Salt Lake City, UT."", ""location"": ""Salt Lake City, UT, United States"", ""timezone"": ""America/Denver"", ""gt_urls"": [[""https://www.rent.com/utah/salt-lake-city-apartments/2-bedroom_furnished""]]}",real,rent,realestate,salt_lake_city_apts_2bed_furnished,null,null,null,validation,null
navi_bench/rent/salt_lake_city_apts_2to3bed_2bath/0,"{""_target_"": ""navi_bench.rent.rent_url_match.generate_task_config"", ""url"": ""https://www.rent.com/"", ""task"": ""Find 2 to 3-bedroom apartments for rent in Salt Lake City, UT with exactly 2 bathrooms."", ""location"": ""Salt Lake City, UT, United States"", ""timezone"": ""America/Denver"", ""gt_urls"": [[""https://www.rent.com/utah/salt-lake-city-apartments/2-bedroom_3-bedroom_2-bathroom""]]}",real,rent,realestate,salt_lake_city_apts_2to3bed_2bath,null,null,null,validation,null
